# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2main,u2perp,u2,v2,predicted_linear_with_wind
1890-01-01,1890,-252.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-237.57136738449637
1891-01-01,1891,-280.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-233.5432071605952
1892-01-01,1892,-279.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-230.97313968096077
1893-01-01,1893,-253.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-229.90952738704658
1894-01-01,1894,-204.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-230.23069112641122
1895-01-01,1895,-220.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-231.65864472459378
1896-01-01,1896,-240.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-233.79047276032685
1897-01-01,1897,-261.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-236.14380976802883
1898-01-01,1898,-229.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-238.21128738856177
1899-01-01,1899,-221.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-239.51780372931475
1900-01-01,1900,-275.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-239.67415063692127
1901-01-01,1901,-308.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-238.4209456876583
1902-01-01,1902,-323.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-235.65791005855445
1903-01-01,1903,-178.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-231.45518753047355
1904-01-01,1904,-191.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-226.04542698720707
1905-01-01,1905,-220.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-219.79752210093383
1906-01-01,1906,-212.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-213.1749723451534
1907-01-01,1907,-202.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-206.68356534860507
1908-01-01,1908,-204.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-200.81428596061656
1909-01-01,1909,-178.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-195.98789618474626
1910-01-01,1910,-171.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-192.50744153780806
1911-01-01,1911,-209.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-190.52404469365857
1912-01-01,1912,-154.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-190.0198474647576
1913-01-01,1913,-160.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-190.81002655059675
1914-01-01,1914,-184.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-192.56365552477027
1915-01-01,1915,-213.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-194.8410582574608
1916-01-01,1916,-168.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-197.14343749425163
1917-01-01,1917,-182.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-198.9691767501191
1918-01-01,1918,-221.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-199.87046042495058
1919-01-01,1919,-248.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-199.5038211275773
1920-01-01,1920,-271.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-197.66890866352705
1921-01-01,1921,-203.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-194.33110462504217
1922-01-01,1922,-192.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-189.6254299545361
1923-01-01,1923,-171.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-183.84130441405907
1924-01-01,1924,-189.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-177.3898782403578
1925-01-01,1925,-152.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-170.75762343504547
1926-01-01,1926,-167.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-164.45142308732164
1927-01-01,1927,-155.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-158.9413567888838
1928-01-01,1928,-152.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-154.60764025497443
1929-01-01,1929,-203.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-151.6977083582102
1930-01-01,1930,-133.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-150.29828584099084
1931-01-01,1931,-133.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-150.32559823344263
1932-01-01,1932,-152.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-151.5348279225533
1933-01-01,1933,-166.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-153.5477480157776
1934-01-01,1934,-162.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-155.8954148182328
1935-01-01,1935,-134.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-158.07109999694794
1936-01-01,1936,-111.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-159.58748769779535
1937-01-01,1937,-111.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-160.0316804728836
1938-01-01,1938,-136.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-159.1118052073846
1939-01-01,1939,-134.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-156.68995838742572
1940-01-01,1940,-135.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-152.79777200176693
1941-01-01,1941,-161.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-147.63284307131
1942-01-01,1942,-149.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-141.53642982439672
1943-01-01,1943,-116.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-134.95493206899224
1944-01-01,1944,-128.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-128.38950367662707
1945-01-01,1945,-110.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-122.33948468452058
1946-01-01,1946,-104.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-117.2460381348119
1947-01-01,1947,-136.0,N,0,20,118,,,,,14.088951154746882,15.704122648276932,3.3570893,0.71686864,-113.44235366006052
1948-01-01,1948,-119.0,N,0,20,118,1.6908302,1.6606774,2.3699696,0.7764016,9.007361804289635,28.54083569712472,2.858907,2.7578495,-115.76585989125913
1949-01-01,1949,-106.0,N,0,20,118,2.3029177,0.56715775,2.371729,0.24147245,21.446172702356854,19.198915670579048,5.30343,0.3216679,-97.65322886930365
1950-01-01,1950,-84.0,N,0,20,118,1.9535795,1.1301304,2.2569156,0.5244548,0.22235676563226472,0.35652394217004657,3.816473,1.2771947,-108.30475945916494
1951-01-01,1951,-82.0,N,0,20,118,1.2349147,1.3340313,1.8178706,0.8239617,3.2825192701980708,12.432206150603134,1.5250142,1.7796396,-124.77811643538024
1952-01-01,1952,-54.0,N,0,20,118,1.8547251,-0.19691779,1.8651493,6.177411,23.257738305318338,9.368209615038609,3.4400053,-0.038776614,-113.50488110705058
1953-01-01,1953,-104.0,N,0,20,118,1.7142906,0.26263824,1.7342926,0.15202314,8.304140987957497,6.192034881612392,2.9387922,0.068978846,-119.10430774211522
1954-01-01,1954,-85.0,N,0,20,118,2.234173,1.1717563,2.5228045,0.48303127,1.1240226488318437,1.6462524617331455,4.9915295,1.3730128,-109.01035741651148
1955-01-01,1955,-86.0,N,0,20,118,1.3086976,-0.47786716,1.3932145,5.9330807,2.4419612895471743,0.34060881744718213,1.7126894,-0.22835702,-129.78495502253193
1956-01-01,1956,-148.0,N,0,20,118,1.4128401,0.010315217,1.4128778,0.007300921,11.064982869637845,5.98738500438159,1.9961172,0.000106403706,-128.09686881497817
1957-01-01,1957,-112.0,N,0,20,118,1.501584,0.4303595,1.5620384,0.27912173,10.625427337893193,10.25816721826604,2.2547548,0.1852093,-125.0974207734602
1958-01-01,1958,-85.0,N,0,20,118,1.4983262,0.41081887,1.553626,0.26760855,9.6316530205898,9.086839424425337,2.2449813,0.16877215,-122.14341459038363
1959-01-01,1959,-98.0,N,0,20,118,0.37447605,0.45224732,0.5871626,0.87919384,3.1278735714500727,15.202913912655863,0.14023231,0.20452765,-131.10387075866956
1960-01-01,1960,-83.0,N,0,20,118,0.6261789,0.3190679,0.7027833,0.4712564,1.164578960930245,1.6632530959320655,0.39210004,0.10180432,-123.85855826685122
1961-01-01,1961,-41.0,N,0,20,118,1.7720531,0.46134415,1.8311228,0.25469065,5.051711774455084,4.644099237383108,3.1401722,0.21283843,-100.16640207803908
1962-01-01,1962,-70.0,N,0,20,118,1.9083265,-0.2828922,1.9291806,6.1360164,32.10429757106643,11.41151630294582,3.64171,-0.080028,-90.13532476581881
1963-01-01,1963,-143.0,N,0,20,118,0.37059927,0.4840391,0.6096209,0.9173611,4.014109532257418,24.145047957743735,0.13734382,0.23429385,-106.17084707974423
1964-01-01,1964,-115.0,N,0,20,118,0.99816734,-0.1218421,1.0055763,6.1617208,1.1378272468353388,0.43769567724070024,0.996338,-0.014845498,-94.81290003759821
1965-01-01,1965,-75.0,N,0,20,118,1.7250144,-0.2399388,1.7416215,6.1449785,9.843787494851954,3.598675863963832,2.9756749,-0.057570625,-77.59963083589946
1966-01-01,1966,-42.0,N,0,20,118,1.6971173,0.20143817,1.7090304,0.11814158,4.659254179048234,3.2345304520456017,2.8802073,0.040577337,-75.03152265624497
1967-01-01,1967,-47.0,N,0,20,118,3.032625,1.1526567,3.2442923,0.36322168,7.97841471913394,9.117223059393728,9.196815,1.3286175,-34.163848572612984
1968-01-01,1968,-78.0,N,0,20,118,0.9237792,0.11379398,0.9307615,0.12256564,17.824867518505997,12.491538440096459,0.853368,0.012949069,-85.8495375301828
1969-01-01,1969,-73.0,N,0,20,118,0.7452643,-0.09891674,0.75180006,6.15123,18.562582976457847,6.917929642740822,0.55541885,-0.009784522,-88.69394319760762
1970-01-01,1970,-58.0,N,0,20,118,2.0613587,0.28401086,2.080832,0.13691646,8.13221863273163,5.874798688914695,4.2492,0.08066217,-67.19897309871536
1971-01-01,1971,-115.0,N,0,20,118,1.0549712,-0.07442451,1.0575932,6.2127557,20.952844418798612,9.313330278526657,1.1129643,-0.005539008,-89.34607752137899
1972-01-01,1972,-131.0,N,0,20,118,0.58096564,0.75428224,0.9520834,0.9144775,2.4904879926877737,14.717935997279037,0.33752108,0.5689417,-96.943045751447
1973-01-01,1973,-79.0,N,0,20,118,2.2874253,-0.57605195,2.3588452,6.0364814,1.81468842060437,0.4479099923302118,5.2323146,-0.33183584,-66.9413212576411
1974-01-01,1974,-62.0,N,0,20,118,2.1156101,0.58636284,2.195365,0.27037337,26.850704346539988,25.472577810904397,4.475806,0.34382138,-72.95024626711245
1975-01-01,1975,-99.0,N,0,20,118,1.162257,-0.14758463,1.1715897,6.1568804,49.91218033853609,18.92323464771413,1.3508413,-0.021781223,-91.91239160885179
1976-01-01,1976,-115.0,N,0,20,118,0.7090325,-0.120357074,0.7191751,6.11504,31.965191380746653,10.612322111043458,0.50272703,-0.014485825,-95.21854757545222
1977-01-01,1977,-78.0,N,0,20,118,1.8557261,0.6938902,1.9812125,0.35782212,5.6291845470546225,6.363015504476742,3.4437194,0.48148364,-73.35343324823899
1978-01-01,1978,-95.0,N,0,20,118,1.8145679,0.4161997,1.8616872,0.22546591,11.038777470365014,9.568243412371983,3.2926567,0.1732222,-69.18416590249258
1979-01-01,1979,-69.0,N,0,20,118,1.7039541,0.9896787,1.9705135,0.5261919,0.6737155063050709,1.0844173935313215,2.9034595,0.9794639,-66.31952050875498
1980-01-01,1980,-53.0,N,0,20,118,1.7931526,0.23217991,1.8081216,0.12876499,1.4043256893699876,0.9971795716344997,3.2153962,0.05390751,-57.15063559466604
1981-01-01,1981,-18.0,N,0,20,118,2.1854026,0.15059848,2.1905854,0.06880232,28.86325697345403,17.995221550284462,4.775985,0.022679903,-40.614817866190336
1982-01-01,1982,-49.0,N,0,20,118,1.7347169,1.1160479,2.062718,0.57169336,1.231063849562506,2.1987282382665256,3.0092428,1.2455628,-46.50637398649553
1983-01-01,1983,-22.0,N,0,20,118,2.230781,0.7313176,2.3475966,0.31678966,55.64009460844969,57.92112903987105,4.976384,0.5348254,-28.166077994523352
1984-01-01,1984,-61.0,N,0,20,118,1.5967559,0.5689509,1.6950912,0.34229112,26.14641207184655,28.645857070539705,2.5496292,0.3237051,-39.28841776883291
1985-01-01,1985,-54.0,N,0,20,118,1.780538,0.89183384,1.9914023,0.46435046,0.18889218724534085,0.26584941851037014,3.1703155,0.7953676,-33.0273100685817
1986-01-01,1986,-71.0,N,0,20,118,1.8892741,0.9042041,2.0945027,0.44638044,9.237052333022323,12.517721428980495,3.5693567,0.817585,-29.352643306538212
1987-01-01,1987,-72.0,N,0,20,118,1.3464832,0.36130008,1.3941144,0.26215342,3.7758242932433137,3.5235131113713054,1.8130171,0.13053775,-40.23023839337652
1988-01-01,1988,-10.0,N,0,20,118,2.7062857,0.6165915,2.775638,0.22401291,30.434853902736602,26.303116789979942,7.3239822,0.3801851,-6.8217663316078045
1989-01-01,1989,-43.0,N,0,20,118,1.9510013,0.70723176,2.0752308,0.34776416,17.51325976290732,19.39960326653739,3.806406,0.5001768,-31.322601531915023
1990-01-01,1990,-27.0,N,0,20,118,2.966011,1.1080108,3.1662138,0.35751578,45.4801192638839,51.377269272372935,8.797221,1.2276878,-2.5496609618672537
1991-01-01,1991,-102.0,N,0,20,118,1.5867535,0.47040644,1.6550133,0.2882045,9.007336323866065,8.855472324338276,2.5177867,0.22128223,-43.748686271058325
1992-01-01,1992,-63.0,N,0,20,118,2.1532123,0.6785789,2.2576077,0.30529475,2.140457944220503,2.1775452323885096,4.6363235,0.46046934,-31.85370194210908
1993-01-01,1993,-57.0,N,0,20,118,1.522176,0.2831733,1.5482917,0.18392934,41.66596843629044,33.18819556922201,2.31702,0.08018711,-46.52879770965035
1994-01-01,1994,-26.0,N,0,20,118,2.217946,1.1045022,2.477743,0.46203372,27.307799397662468,38.245397093521966,4.919285,1.2199252,-29.696966088910337
1995-01-01,1995,-16.0,N,0,20,118,1.9460641,0.21723662,1.9581516,0.11116848,23.550263261068853,16.10678544147857,3.7871656,0.04719175,-33.35720233514665
1996-01-01,1996,-101.0,N,0,20,118,0.20035468,0.119402625,0.23323591,0.53744084,24.912858271856013,41.124827026015026,0.040142,0.014256987,-52.987168925408916
1997-01-01,1997,-67.0,N,0,20,118,1.1074536,0.8628571,1.4039145,0.66188896,1.8071915110818983,4.044466195589496,1.2264534,0.7445224,-40.65379989326564
1998-01-01,1998,1.0,N,0,20,118,2.72824,1.3373433,3.0383847,0.45576513,8.283400775738645,11.448713234361362,7.4432936,1.7884872,4.226362958348403
1999-01-01,1999,-4.0,N,0,20,118,2.2959769,1.0795338,2.5371053,0.43951237,18.659894684643973,24.92705090448168,5.2715096,1.1653932,-2.4817583581709854
2000-01-01,2000,-10.0,N,0,20,118,2.349142,1.8163733,2.9694579,0.658189,12.002254407286362,26.596219034273403,5.5184684,3.2992122,4.042635995436875
2001-01-01,2001,9.0,N,0,20,118,1.8486564,0.3803534,1.8873789,0.20291427,7.060688554076337,5.846535645070246,3.4175305,0.1446687,-1.058278709387217
2002-01-01,2002,-8.0,N,0,20,118,1.3034383,1.4936231,1.9823878,0.8532882,9.482419331271126,40.715469159451445,1.6989514,2.23091,-8.57763308008158
2003-01-01,2003,-18.0,N,0,20,118,1.0294569,0.7062414,1.2484224,0.6012905,5.241411487694931,10.047843533552935,1.0597814,0.49877694,-7.793523713827269
2004-01-01,2004,14.0,N,0,20,118,2.5099626,0.8235235,2.64161,0.3170349,17.780728005815646,18.51875931679283,6.299912,0.678191,27.397358120667633
2005-01-01,2005,27.0,N,0,20,118,2.0045712,0.21600209,2.0161753,0.1073406,34.725325707926764,23.555178189236265,4.018306,0.046656903,13.98181414121894
2006-01-01,2006,1.0,N,0,20,118,1.7412343,1.2011399,2.115333,0.6038617,0.9071299097569644,1.7499357811552732,3.0318968,1.4427371,5.991034823694669
2007-01-01,2007,46.0,N,0,20,118,2.3908284,0.3459551,2.4157286,0.1437035,53.03384057457163,38.86269054900576,5.71606,0.119684935,22.279790754038004
2008-01-01,2008,19.0,N,0,20,118,2.1866772,1.5531667,2.6821418,0.61759615,24.264027594041217,48.42385331600116,4.781557,2.412327,12.420399787024213
2009-01-01,2009,1.0,N,0,20,118,1.6802953,1.1287364,2.024213,0.59151274,6.453347305001271,12.08157075809146,2.8233924,1.2740458,-1.4863119785856895
2010-01-01,2010,3.0,N,0,20,118,0.8425271,-0.3955059,0.93073994,5.844293,1.245728798391333,0.06208841285211988,0.7098519,-0.15642492,-15.720278169514039
2011-01-01,2011,7.0,N,0,20,118,2.1431127,1.4697872,2.5986931,0.6011449,2.1307924986881144,4.083302578869846,4.5929317,2.1602745,6.2472283182166635
2012-01-01,2012,0.0,N,0,20,118,2.1913896,1.2847629,2.540237,0.5302685,15.17293426313184,24.646041447777932,4.8021884,1.6506156,8.22304088376507
2013-01-01,2013,-14.0,N,0,20,118,1.0371405,0.346735,1.0935655,0.32263672,1.5278242975993925,1.6091876083624759,1.0756603,0.12022516,-12.561923615225991
2014-01-01,2014,24.0,N,0,20,118,1.5648203,1.8632332,2.4331667,0.8722295,8.936280093206147,41.95212689801178,2.4486625,3.471638,-3.056269349558466
2015-01-01,2015,27.0,N,0,20,118,2.7150016,1.360416,3.036769,0.46450627,27.677872634684523,38.96706946114419,7.3712335,1.8507318,33.976278205622215
2016-01-01,2016,30.0,N,0,20,118,1.7510552,0.9182653,1.9772217,0.48298186,13.661565968178522,20.00671464456528,3.0661945,0.8432111,13.128849026344927
2017-01-01,2017,46.0,N,0,20,118,2.8075507,1.0631807,3.002115,0.36199847,2.8903990507018316,3.2948224643894632,7.882341,1.1303532,49.89191359816343
2018-01-01,2018,1.0,N,0,20,118,1.0403268,0.7537992,1.2847152,0.62703234,10.665043039196775,21.795385158738274,1.0822799,0.5682132,13.803245350642884
2019-01-01,2019,51.0,N,0,20,118,2.1769128,1.3445364,2.5586574,0.55328524,12.953839167901961,22.168646480493777,4.7389493,1.8077782,42.436285420638725
2020-01-01,2020,58.0,N,0,20,118,2.2073004,1.752432,2.8183672,0.671026,18.09202046363438,41.50368274401894,4.872175,3.071018,47.9339431327212
1890-01-01,1890,-218.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-185.48032493312414
1891-01-01,1891,-213.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-183.094924512496
1892-01-01,1892,-182.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-181.60322341168455
1893-01-01,1893,-190.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-180.9125919619244
1894-01-01,1894,-201.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-180.83997951042312
1895-01-01,1895,-200.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-181.13257631927428
1896-01-01,1896,-234.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-181.49634954262623
1897-01-01,1897,-226.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-181.62923227487968
1898-01-01,1898,-185.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-181.25521944585768
1899-01-01,1899,-157.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-180.15552197826142
1900-01-01,1900,-190.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-178.19326267227635
1901-01-01,1901,-195.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-175.32892626173347
1902-01-01,1902,-196.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-171.6248197119708
1903-01-01,1903,-106.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-167.2380393018958
1904-01-01,1904,-149.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-162.40273833303337
1905-01-01,1905,-166.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-157.40369700336942
1906-01-01,1906,-145.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-152.54417775463628
1907-01-01,1907,-171.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-148.11169443063267
1908-01-01,1908,-174.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-144.34555906339435
1909-01-01,1909,-118.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-141.40986945374016
1910-01-01,1910,-123.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-139.37498658137318
1911-01-01,1911,-145.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-138.20959258758734
1912-01-01,1912,-84.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-137.78422578823196
1913-01-01,1913,-105.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-137.8858937012545
1914-01-01,1914,-87.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-138.24211463882983
1915-01-01,1915,-116.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-138.55167416194587
1916-01-01,1916,-74.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-138.5186247531447
1917-01-01,1917,-163.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-137.8856909838681
1918-01-01,1918,-152.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-136.4633095578369
1919-01-01,1919,-155.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-134.1510263266067
1920-01-01,1920,-127.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-130.9488350825682
1921-01-01,1921,-131.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-126.95717825963285
1922-01-01,1922,-95.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-122.36560946251441
1923-01-01,1923,-95.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-117.43139754511125
1924-01-01,1924,-132.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-112.45048730924407
1925-01-01,1925,-67.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-107.72409464383873
1926-01-01,1926,-95.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-103.52470668852547
1927-01-01,1927,-93.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-100.06532476367923
1928-01-01,1928,-85.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-97.47542178066206
1929-01-01,1929,-140.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-95.7863279470053
1930-01-01,1930,-67.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-94.92769435956762
1931-01-01,1931,-73.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-94.73543365868292
1932-01-01,1932,-90.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-94.97024143951043
1933-01-01,1933,-146.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-95.34460781056728
1934-01-01,1934,-138.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-95.55527016143841
1935-01-01,1935,-78.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-95.31744402349705
1936-01-01,1936,-49.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-94.39696820466926
1937-01-01,1937,-55.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-92.636735806238
1938-01-01,1938,-81.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-89.97442771251025
1939-01-01,1939,-73.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-86.44954688022887
1940-01-01,1940,-69.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-82.19895943014191
1941-01-01,1941,-105.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-77.44144584139414
1942-01-01,1942,-105.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-72.45300603744025
1943-01-01,1943,-59.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-67.53570580952703
1944-01-01,1944,-44.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-62.98358104730607
1945-01-01,1945,-57.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-59.04944834706648
1946-01-01,1946,-52.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-55.91636826042406
1947-01-01,1947,-101.0,N,0,22,117,,,,,14.360880070443326,15.455844732505296,3.357089,0.71686864,-53.67698227807539
1948-01-01,1948,-42.0,N,0,22,117,1.6908302,1.6606774,2.3699696,0.7764016,9.504096204104657,28.37928865047128,2.858907,2.7578495,-52.89289007287619
1949-01-01,1949,-54.0,N,0,22,117,2.3029177,0.56715775,2.371729,0.24147245,21.77797362581549,18.821704260204672,5.30343,0.3216679,-31.88210869081591
