# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2,v2,surge,height-surge,predicted_linear_with_wind,index
1890-01-01,1890.0,-203.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-158.30667997651898,-127.00389316960162,28.0
1891-01-01,1891.0,-189.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-144.30667997651898,-122.78687965943578,29.0
1892-01-01,1892.0,-174.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-129.30667997651898,-120.04111020642073,30.0
1893-01-01,1893.0,-154.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-108.90667997651899,-118.87283430755983,31.0
1894-01-01,1894.0,-147.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-101.90667997651899,-119.21024138820631,32.0
1895-01-01,1895.0,-182.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-136.906679976519,-120.8115664428332,33.0
1896-01-01,1896.0,-197.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-152.50667997651897,-123.29237933462723,34.0
1897-01-01,1897.0,-190.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-145.706679976519,-126.16897746579495,35.0
1898-01-01,1898.0,-153.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-107.90667997651899,-128.91298385753163,36.0
1899-01-01,1899.0,-151.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-105.90667997651899,-131.01098786453107,37.0
1900-01-01,1900.0,-189.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-144.30667997651898,-132.02249655998412,38.0
1901-01-01,1901.0,-210.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-165.106679976519,-131.62965551060307,39.0
1902-01-01,1902.0,-238.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-192.906679976519,-129.67312669385092,40.0
1903-01-01,1903.0,-129.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-84.30667997651899,-126.17007382639798,41.0
1904-01-01,1904.0,-155.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-110.30667997651899,-121.31222500430692,42.0
1905-01-01,1905.0,-172.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-127.706679976519,-115.44423133503327,43.0
1906-01-01,1906.0,-144.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-99.706679976519,-109.02476433733165,44.0
1907-01-01,1907.0,-169.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-124.10667997651898,-102.5747432520563,45.0
1908-01-01,1908.0,-179.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-134.106679976519,-96.61853612212359,46.0
1909-01-01,1909.0,-128.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-83.10667997651898,-91.62477158787779,47.0
1910-01-01,1910.0,-119.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-74.10667997651899,-87.95344228471969,48.0
1911-01-01,1911.0,-148.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-102.90667997651899,-85.81527056331275,49.0
1912-01-01,1912.0,-87.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-41.90667997651899,-85.24792313923484,50.0
1913-01-01,1913.0,-109.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-64.50667997651898,-86.1117594508357,51.0
1914-01-01,1914.0,-95.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-50.706679976518984,-88.10559363071822,52.0
1915-01-01,1915.0,-133.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-88.10667997651898,-90.80069095344984,53.0
1916-01-01,1916.0,-86.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-41.10667997651899,-93.68916139997907,54.0
1917-01-01,1917.0,-138.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-93.706679976519,-96.24128790024153,55.0
1918-01-01,1918.0,-140.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-95.30667997651899,-97.9653183108846,56.0
1919-01-01,1919.0,-162.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-116.90667997651899,-98.4629720901747,57.0
1920-01-01,1920.0,-162.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-116.90667997651899,-97.4743963370325,58.0
1921-01-01,1921.0,-139.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-94.706679976519,-94.90749676741797,59.0
1922-01-01,1922.0,-136.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-91.30667997651899,-90.84833288505652,60.0
1923-01-01,1923.0,-114.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-69.30667997651899,-85.55140398840287,61.0
1924-01-01,1924.0,-138.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-93.50667997651898,-79.41092248380396,62.0
1925-01-01,1925.0,-89.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-44.10667997651899,-72.91631703850108,63.0
1926-01-01,1926.0,-108.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-63.10667997651899,-66.59698816880484,64.0
1927-01-01,1927.0,-102.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-56.90667997651899,-60.9625519934741,65.0
1928-01-01,1928.0,-89.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-44.10667997651899,-56.44531715707197,66.0
1929-01-01,1929.0,-144.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-99.30667997651899,-53.35148785832524,67.0
1930-01-01,1930.0,-90.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-45.50667997651898,-51.8266009567157,68.0
1931-01-01,1931.0,-86.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-41.30667997651899,-51.83909845456175,69.0
1932-01-01,1932.0,-101.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-56.10667997651899,-53.183889615743716,70.0
1933-01-01,1933.0,-147.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-101.90667997651899,-55.50550064582266,71.0
1934-01-01,1934.0,-133.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-88.706679976519,-58.33819890626688,72.0
1935-01-01,1935.0,-85.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-40.50667997651898,-61.158562629724535,73.0
1936-01-01,1936.0,-68.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-23.10667997651899,-63.444562313512016,74.0
1937-01-01,1937.0,-79.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-34.30667997651899,-64.73448496079783,75.0
1938-01-01,1938.0,-72.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-27.306679976518993,-64.67905007757838,76.0
1939-01-01,1939.0,-102.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-57.50667997651898,-63.08083481620686,77.0
1940-01-01,1940.0,-98.0,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-52.90667997651899,-59.91655814023475,78.0
1941-01-01,1941.0,-130.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-85.10667997651898,-55.33970867858423,79.0
1942-01-01,1942.0,-115.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-70.70667997651898,-49.66321964920064,80.0
1943-01-01,1943.0,-69.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-24.10667997651899,-43.32414642552357,81.0
1944-01-01,1944.0,-63.4,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-18.306679976518986,-36.8343337763593,82.0
1945-01-01,1945.0,-73.6,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-28.50667997651898,-30.722641229675578,83.0
1946-01-01,1946.0,-81.2,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-36.10667997651899,-25.47524789020636,84.0
1947-01-01,1947.0,-133.8,,,,,,,,,6.3112593,2.3649986,0.04513845848196298,-88.706679976519,-21.480774822997525,85.0
1948-01-01,1948.0,-65.2,,,,,,,,,4.387522,5.4108086,0.04513845848196298,-20.10667997651899,-18.98641933078356,86.0
1949-01-01,1949.0,-53.2,,,,,,,,,8.470212,1.8927959,0.04513845848196298,-8.10667997651899,-18.070052482170272,87.0
1950-01-01,1950.0,-47.6,,,,,,,,,5.701431,2.4221733,0.04513845848196298,-2.5066799765189884,-18.631429390739406,88.0
1951-01-01,1951.0,-60.8,,,,,,,,,3.2752788,4.516599,0.04513845848196298,-15.706679976518984,-20.40350438753286,89.0
1952-01-01,1952.0,-41.4,,,,,,,,,5.917683,-0.6884091,0.04513845848196298,3.6933200234810144,-22.98257388333158,90.0
1953-01-01,1953.0,-82.4,,,,,,,,,5.0347652,1.0267215,0.04513845848196298,-37.30667997651899,-25.873844535848587,91.0
1954-01-01,1954.0,-50.8,,,,,,,,,10.093402,3.14278,0.04513845848196298,-5.706679976518984,-28.54728320090482,92.0
1955-01-01,1955.0,-44.4,,,,,,,,,4.944992,-1.8953387,0.04513845848196298,0.6933200234810144,-30.497444587116387,93.0
1956-01-01,1956.0,-104.6,,,,,,,,,3.6171985,0.18946528,0.04513845848196298,-59.50667997651898,-31.30052354911131,94.0
1957-01-01,1957.0,-69.0,,,,,,,,,4.207589,0.55456275,0.04513845848196298,-23.906679976518987,-30.662192224075557,95.0
1958-01-01,1958.0,-54.8,,,,,,,,,4.355206,0.36970612,0.04513845848196298,-9.706679976518984,-28.45082238008105,96.0
1959-01-01,1959.0,-99.2,,,,,,,,,1.0946395,2.77509,0.04513845848196298,-54.10667997651899,-24.712342993377533,97.0
1960-01-01,1960.0,-62.8,,,,,,,,,0.7090475,1.9344361,0.04513845848196298,-17.706679976518984,-19.66505600102734,98.0
1961-01-01,1961.0,-1.8,,,,,,,,,5.7542934,1.3151058,0.04513845848196298,43.293320023481016,-13.674995402403852,99.0
1962-01-01,1962.0,-50.8,,,,,,,,,5.877581,0.13498433,0.04513845848196298,-5.706679976518984,-7.2146110585749685,100.0
1963-01-01,1963.0,-110.6,,,,,,,,,0.2810497,1.9679369,0.04513845848196298,-65.50667997651898,-0.8094407684638341,101.0
1964-01-01,1964.0,-89.0,,,,,,,,,0.65730476,-0.2056845,0.04513845848196298,-43.90667997651899,5.0212099723557,102.0
1965-01-01,1965.0,-26.2,,,,,,,,,5.784757,-1.8158886,0.04513845848196298,18.893320023481014,9.822884739700203,103.0
1966-01-01,1966.0,3.2,,,,,,,,,7.028076,0.6606671,0.04513845848196298,48.293320023481016,13.257273089875781,104.0
1967-01-01,1967.0,21.6,,,,,,,,,12.765246,3.800848,0.04513845848196298,66.69332002348102,15.140397455393432,105.0
1968-01-01,1968.0,-42.6,,,,,,,,,3.7755845,0.19227672,0.04513845848196298,2.4933200234810116,15.463379669664391,106.0
1969-01-01,1969.0,-54.0,,,,,,,,,1.925209,0.5998935,0.04513845848196298,-8.906679976518987,14.393443092793143,107.0
1970-01-01,1970.0,-24.2,,,,,,,,,8.131738,1.78897,0.04513845848196298,20.893320023481014,12.255037223209996,108.0
1971-01-01,1971.0,-77.4,,,,,,,,,2.8745146,1.1014508,0.04513845848196298,-32.30667997651899,9.493215360429053,109.0
1972-01-01,1972.0,-94.6,,,,,,,,,2.5584815,3.7007034,0.04513845848196298,-49.50667997651898,6.6233990765474005,110.0
1973-01-01,1973.0,-31.6,,,,,,,,,9.520682,-0.97213364,0.04513845848196298,13.493320023481012,4.173199847264816,111.0
1974-01-01,1974.0,-27.0,,,,,,,,,11.503461,2.554668,0.04513845848196298,18.093320023481013,2.622864743773202,112.0
1975-01-01,1975.0,-63.8,,,,,,,,,4.674917,0.19217925,0.04513845848196298,-18.706679976518984,2.3510683964188464,113.0
1976-01-01,1976.0,-86.2,,,,,,,,,3.363256,-0.70991033,0.04513845848196298,-41.10667997651899,3.5921699789645767,114.0
1977-01-01,1977.0,-32.0,,,,,,,,,7.2231917,2.5798526,0.04513845848196298,13.093320023481013,6.40975984454136,115.0
1978-01-01,1978.0,-41.2,,,,,,,,,8.551636,1.0163754,0.04513845848196298,3.89332002348101,10.689481744918277,116.0
1979-01-01,1979.0,-27.0,,,,,,,,,5.7002463,2.3869617,0.04276876078580486,18.095689721177173,16.15194082730541,117.0
1980-01-01,1980.0,-3.0,,,,,,,,,6.4064636,-0.81895745,0.03626444791036506,42.102194034052616,22.384240414567923,118.0
1981-01-01,1981.0,25.4,,,,,,,,,9.316558,0.50175446,0.06863466737090211,70.46982381459208,28.886587845054073,119.0
1982-01-01,1982.0,2.6,,,,,,,,,5.4549103,3.2701206,0.0426874362252499,47.69577104573773,35.12870872348688,120.0
1983-01-01,1983.0,37.8,,,,,,,,,12.008881,2.519624,0.07752627524611064,82.86093220671687,40.60970180694347,121.0
1984-01-01,1984.0,-17.6,,,,,,,,,6.145271,3.6726425,0.03320698274406926,27.505251499218907,44.91457838719972,122.0
1985-01-01,1985.0,-17.2,,,,,,,,,6.0918846,2.5837,0.03682287432623334,27.901635607636745,47.761104269213064,123.0
1986-01-01,1986.0,-19.4,,,,,,,,,5.628788,3.2792351,0.0440816079401602,25.694376874022822,49.03165704296928,124.0
1987-01-01,1987.0,-29.2,,,,,,,,,3.2245307,1.6494709,0.01512841981848416,15.923330062144498,48.786502749304496,125.0
1988-01-01,1988.0,44.8,,,,,,,,,12.714699,2.842232,0.07249160595172997,89.86596687601124,47.25699333195109,126.0
1989-01-01,1989.0,6.4,,,,,,,,,7.2957067,2.775037,0.05047893738693056,51.48797954457605,44.81945271550687,127.0
1990-01-01,1990.0,40.4,,,,,,,,,12.639977,7.651902,0.09575994009745292,85.44269854186552,41.95269912633389,128.0
1991-01-01,1991.0,-59.4,,,,,,,,,4.0877404,0.39182273,0.022654358765368678,-14.284195876802386,39.18399833752171,129.0
1992-01-01,1992.0,-14.6,,,,,,,,,8.080558,1.6115795,0.04683831232756402,30.49162016963541,37.029548382065656,130.0
1993-01-01,1993.0,-17.0,,,,,,,,,7.881514,1.9583648,0.034683607742349784,28.103774874220626,35.936213540622994,131.0
1994-01-01,1994.0,23.8,,,,,,,,,10.574744,3.7801545,0.06886556296800703,68.86959291899497,37.095282117846146,132.0
1995-01-01,1995.0,26.6,,,,,,,,,7.594569,0.72313374,0.0492510634697718,71.6892074184932,39.81295283203821,133.0
1996-01-01,1996.0,-81.4,,,,,,,,,-0.990271,0.8824538,-0.026035986356957197,-36.23550553168007,44.08369442428503,134.0
1997-01-01,1997.0,-27.8,,,,,,,,,4.6699576,4.208534,0.011475338016521841,17.326983143946453,49.726672281122504,135.0
1998-01-01,1998.0,51.0,,,,,,,,,9.973238,3.038884,0.08225271598295596,96.05620576598002,56.40616019732671,136.0
1999-01-01,1999.0,45.8,,,,,,,,,10.110547,3.0341625,0.07579455608208593,90.8626639258809,63.66943557491459,137.0
2000-01-01,2000.0,41.4,,,,,,,,,9.257247,9.211353,0.06713565419621434,86.47132282776676,70.99788062607563,138.0
2001-01-01,2001.0,48.0,,,,,,,,,6.036207,2.3643658,0.05440429808316773,93.0840541838798,77.86552151598721,139.0
2002-01-01,2002.0,34.2,,,,,,,,,5.41819,5.158049,0.027492367044898096,79.31096611491807,83.79839782170569,140.0
2003-01-01,2003.0,21.2,,,,,,,,,2.4190142,1.9189583,0.01290319376958018,66.3255552881934,88.42806096114346,141.0
2004-01-01,2004.0,52.2,,,,,,,,,8.325006,2.383694,0.0581108866569896,97.28034759530598,91.53316294045446,142.0
2005-01-01,2005.0,37.8,,,,,,,,,7.1039114,0.6315093,0.041010233849822816,82.89744824811315,93.06444107713499,143.0
2006-01-01,2006.0,33.6,,,,,,,,,6.1336884,4.532461,0.04584411307352858,78.69261436888945,93.15027854051081,144.0
2007-01-01,2007.0,82.8,,,,,,,,,10.287087,1.2027072,0.07075365073315489,127.86770483122982,92.08221306188798,145.0
2008-01-01,2008.0,56.2,,,,,,,,,8.021732,5.390208,0.06425738278278617,101.2742010991802,90.28202952317953,146.0
2009-01-01,2009.0,24.2,,,,,,,,,5.088303,5.315205,0.0381320223088012,69.30032645965417,88.25415085822073,147.0
2010-01-01,2010.0,17.0,,,,,,,,,1.7123363,-1.4173802,0.02226834648454634,62.11619013547843,86.5287011584761,148.0
2011-01-01,2011.0,47.8,,,,,,,,,9.094102,4.2256026,0.054101077222922275,92.88435740474006,85.60166775264925,149.0
2012-01-01,2012.0,39.6,,,,,,,,,6.8177757,3.2491233,0.04478811930847232,84.6936703626545,85.87891648392188,150.0
2013-01-01,2013.0,14.4,,,,,,,,,2.228657,3.173827,0.01927109401150002,59.519187387951476,87.63037947767755,151.0
2014-01-01,2014.0,54.8,,,,,,,,,5.123015,11.433273,0.04348222587126852,99.89497625609171,90.95958646956313,152.0
2015-01-01,2015.0,75.2,,,,,,,,,12.157926,6.5589204,0.06334507119988583,120.2751134107631,95.79197885463448,153.0
2016-01-01,2016.0,63.6,,,,,,,,,4.917603,2.5206838,0.0247393824149284,108.71371909954806,101.88332551289385,154.0
2017-01-01,2017.0,94.2,,,,,,,,,11.298989,2.0506012,0.06410828541549658,139.2743501965475,108.84729047231575,155.0
2018-01-01,2018.0,26.2,,,,,,,,,4.2967873,2.208767,0.00546593951546164,71.33299254244751,116.19904070089034,156.0
2019-01-01,2019.0,92.0,,,,,,,,,7.962882,4.2121882,0.053384472917739824,137.08507400904523,123.40997178470376,157.0
2020-01-01,2020.0,96.6,,,,,,,,,9.83999,6.934233,0.053691680844945654,141.68476680111803,129.96737431425586,158.0
2021-01-01,2021.0,75.8,,,,,,,,,4.8222713,0.25504875,0.03063273221713626,120.90782574974584,135.4323061172505,159.0
