,t,name,psmsl_id,ddl_id,latitude,longitude,station_name,surge
2,1998-03-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.057794124
3,1998-03-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.0039580525
4,1998-03-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.020576295
3,1998-04-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.115073636
2,1998-04-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.10309613
5,1998-04-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.11359657
0,1998-04-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.06446644
4,1998-04-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.117723785
1,1998-04-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.10914035
0,1998-05-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.023173168
2,1998-05-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.037393752
1,1998-05-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.039827887
3,1998-05-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.027927887
4,1998-05-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.033181105
5,1998-05-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.021980498
0,1998-06-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.02826634
1,1998-06-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.024293328
2,1998-06-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.04015584
3,1998-06-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.01322392
4,1998-06-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.02289458
5,1998-06-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.0061454475
5,1998-07-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.09830158
3,1998-07-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.11119339
2,1998-07-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.1627764
4,1998-07-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.12635082
0,1998-07-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.15287459
1,1998-07-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.13113494
4,1998-08-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.050973102
3,1998-08-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.043500096
2,1998-08-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.0777644
5,1998-08-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.035402756
0,1998-08-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.08996269
1,1998-08-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.05443781
0,1998-09-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.050633363
1,1998-09-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.08963266
2,1998-09-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.091346435
3,1998-09-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.09735173
4,1998-09-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.09916584
5,1998-09-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.09495299
5,1998-10-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.1938242
3,1998-10-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.22053204
4,1998-10-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.25153312
2,1998-10-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.30264062
0,1998-10-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.26367968
1,1998-10-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.25591058
0,1998-11-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.021197872
1,1998-11-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.024913277
2,1998-11-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.040439542
3,1998-11-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.014061902
4,1998-11-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.021838881
5,1998-11-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.008841227
4,1998-12-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.11462003
5,1998-12-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.066634305
3,1998-12-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.089258336
2,1998-12-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.16606551
1,1998-12-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.12823284
0,1998-12-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.14397581
0,1999-01-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.16371758
1,1999-01-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.16456506
2,1999-01-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.21315643
3,1999-01-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.11233069
4,1999-01-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.14705724
5,1999-01-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.08422731
3,1999-02-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.24352188
2,1999-02-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.31922793
4,1999-02-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.2668439
0,1999-02-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.3218708
1,1999-02-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.27496025
5,1999-02-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.2150745
4,1999-03-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.082151726
5,1999-03-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.06767791
3,1999-03-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.07412476
0,1999-03-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.07091547
1,1999-03-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.08218817
2,1999-03-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.0911455
3,1999-04-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.0075846976
4,1999-04-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.010023221
1,1999-04-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.01006541
2,1999-04-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.019868039
0,1999-04-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.02906073
5,1999-04-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.0066814357
0,1999-05-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.022914039
1,1999-05-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.030776229
2,1999-05-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.02897769
3,1999-05-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.022952206
4,1999-05-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.02677757
5,1999-05-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.017820967
0,1999-06-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.0015488722
1,1999-06-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.0076235197
2,1999-06-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.011278631
3,1999-06-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.015403942
4,1999-06-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.009104016
5,1999-06-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.019645894
4,1999-07-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.010687293
5,1999-07-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.008543357
2,1999-07-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.0015092056
1,1999-07-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.012179132
3,1999-07-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.009868841
0,1999-07-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.0130053265
5,1999-08-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.043105427
4,1999-08-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.044339035
1,1999-08-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.03950434
2,1999-08-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.04074964
3,1999-08-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.043897413
0,1999-08-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.0345937
5,1999-09-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.054476365
4,1999-09-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.07381361
3,1999-09-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.06425679
1,1999-09-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.0750577
0,1999-09-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.050442934
2,1999-09-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.08436918
0,1999-10-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.041676797
2,1999-10-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.043980632
3,1999-10-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.0076635387
4,1999-10-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.01837838
5,1999-10-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.0012451733
1,1999-10-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.025692929
0,1999-11-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.0468984
1,1999-11-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.045712717
2,1999-11-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.066356234
5,1999-11-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.008335972
4,1999-11-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.03967554
3,1999-11-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.025184592
2,1999-12-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.39876506
3,1999-12-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.251362
4,1999-12-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.2996626
5,1999-12-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.21300015
0,1999-12-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.34960416
1,1999-12-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.31959838
4,2000-01-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.11714727
5,2000-01-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.05939047
2,2000-01-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.18795757
1,2000-01-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.13643184
0,2000-01-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.1923369
3,2000-01-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.08708789
0,2000-02-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.2606262
