,NWS_NO_TS_MO_Harlingen,NWS_NO_TS_MO_Ijmuiden,NWS_NO_TS_MO_Vlissingen,id_obs_delfzijl_del_nl_rws,id_obs_denhelder_hel_nl_rws,id_obs_hoekvanholla_hvh_nl_rws,time,filename,variable
460,0.07293500208341577,0.028709667279282442,-0.0079669064337734,0.049907684184427585,0.042000292323502525,0.008158552955639123,1986-05-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1986-m05.nc,surge
461,0.11100140207831181,0.10212857361611194,0.1032762603289405,0.20542081965954778,0.07832476058724012,0.10287996630156221,2012-04-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2012-m04.nc,waterlevel
462,0.010246238664344504,0.008583571955009743,0.027638950171294037,0.13130287439734847,-0.015581073805137917,0.017726639023533573,2006-04-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2006-m04.nc,tide
463,0.0026303493651795135,-0.0002844099621392354,0.018004499523681487,0.11421395114057757,-0.026155673980889457,0.007963595156413816,2009-04-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2009-m04.nc,waterlevel
464,0.08358204781286445,0.07114107619482579,0.06915102156037131,0.17855460278247418,0.0522523243565674,0.07039308407843259,2012-10-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2012-m10.nc,tide
465,0.15576330238061822,0.12050707446882608,0.0890156961407567,0.14009536402262823,0.12811170924152182,0.10466974789858803,2009-03-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2009-m03.nc,surge
466,-0.002977004304476821,-0.01610093795814985,-0.018892527248659353,8.302294440084567e-05,-0.012985233731727665,-0.018113671495344725,1989-11-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1989-m11.nc,surge
467,0.06683152914047241,0.050409183876724536,0.04538787872855234,0.17054712909391556,0.03320944354908677,0.04787438148739694,1992-02-15 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1992-m02.nc,tide
468,0.11410879106077242,0.08824497717683033,0.06874784602913805,0.20983747961700602,0.07459874392410333,0.07842299395564636,1990-01-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1990-m01.nc,tide
469,0.0635851734855269,0.053374054397733406,0.056603719256684774,0.1704915774765835,0.03214027356075984,0.055110533818549155,2015-08-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2015-m08.nc,tide
470,0.06684211056719544,0.05435897479347858,0.050476711924358084,0.1801969402579851,0.034748476893243826,0.05289603582847076,2004-07-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2004-m07.nc,tide
471,0.06063506915150577,0.05006156557349749,0.05248592660418548,0.1763565847950597,0.028521322434948336,0.052002926240257895,1994-07-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1994-m07.nc,tide
472,0.06399805250988212,0.05442079164648569,0.0567842081028928,0.16885017301873922,0.03319706113535016,0.05599712727317673,1985-08-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1985-m08.nc,tide
473,0.11691898064801343,0.08671255714149885,0.06432301019682252,0.21308441059563749,0.07510499693586835,0.07615782966750496,2000-01-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2000-m01.nc,tide
474,0.06534754922465673,0.046187865828710886,0.040429153849208165,0.17072047695281015,0.030117652955509368,0.043506251441107854,2002-02-14 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2002-m02.nc,tide
475,0.13099803793297918,0.11551202760937565,0.09346352459583661,0.10358874775367943,0.11754983370553858,0.1037301324926849,1999-03-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1999-m03.nc,surge
476,0.08213918973895384,0.06795907618751662,0.06401806300686251,0.17592452781602047,0.050399048781309505,0.06598343964545958,1982-10-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1982-m10.nc,tide
477,0.08660073586982751,0.06124130546444588,0.05986006905626137,0.19895299674159048,0.04248525023482287,0.05921256884913184,1999-04-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1999-m04.nc,waterlevel
